Code,Description
H00871,"Schisandra chinensis is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00872,"Radix Linderae is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00873,"The herb Fructus Evodiae is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00874,"In botanical studies, Sepiella maindronide Rochebrune has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00876,"Fructus Evodiae is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00878,"Lysimachia capillipes is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00880,"Cacumen Tamaricis is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00881,"The herb Stigma Croci is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00882,"In botanical studies, Rabdosia serra has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00883,"Rhinoceros sumatrensis is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00884,"Cinnamomum zeylanicum is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00885,"The herb Rhodiola himalansis is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00886,"Camptotheca acuminata is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00887,"Isodon shikokiana var. occidentalis is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00888,"Siegesbeckia orientalis is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00889,"Herba Asari is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00890,"Radix Pacis quinquefolii is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00891,"Picrorhiza scrophulariiflora is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00892,"Ephedra intermedia var. tibetica is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00893,"The herb Lonicera similis is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00894,"Ephedra regeliana is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00895,"Isodon lophanthoides var. gerardiana is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00896,"Spica Prunellae is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00900,"In botanical studies, Rhodiola kirilowii has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00903,"Typha angustifolia is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00904,"Ampelopsis grossedentata is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00905,"Herba Agrimoniae is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00906,"Berberis diaphana is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00907,"The herb Rabdosia nervosa is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00908,"Rhizoma Curculiginis is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00909,"Opuntia dillenii is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00910,"In botanical studies, Rhizoma Cyperi has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00912,"Herba Elsholtziae is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00913,"Abrus Precatorius is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00914,"Berberis amurensis is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00915,"In botanical studies, Herba Plantaginis minutae has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00916,"Radix Glycyrrhizae is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00917,"In botanical studies, Coffea arabica has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00919,"In botanical studies, Herba Cirsii has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00921,"The herb Piptanthus nanus is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00922,"Medulla Stachyuri Medulla Helwingiae is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00923,"Bupleurum smithii var. parvifolium is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00924,"Murraya paniculata var. exotica is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00925,"Gnetum parvifolium is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00926,"Bulbus Allii Macrostemi is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00927,"Valeriana officinalis is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00928,"Semen Sojae is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00929,"In botanical studies, Bupleurum sibiricum has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00930,"Cimicifuga dahurica is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00931,"The herb Selenarctos thibetanus is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00932,"In botanical studies, Salvia staminea has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00933,"The herb Radix Dipsaci is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00935,"Flos Inulae is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00936,"caulis rubi corchorfolii is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00937,"Radix Scrophulariae is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00938,"Aconitum nagarum var. lasiandrum is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00939,"The herb Saussurea involucrata is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00940,"Fructus Bruceae is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00941,"The herb Cryptotaenia japonica is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00942,"Artemisia lactiflora is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00943,"The herb Semen Lini is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00944,"The herb Herba Commelie is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00945,"Nicotiana tabacum is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00946,"In botanical studies, Rhizoma Corydalis has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00949,"Flos Daturae is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00951,"Myrica rubra is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00952,"Syzygium samarangense is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00953,"Achillea millefolium is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00955,"Taraxacum officinale is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00957,"Chrysanthemum indicum is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00958,"Flos Chrysanthemi Indici is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00959,"Crataegus cuneata is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00960,"Phyllanthus urinaria is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00963,"The herb Evodia baberi is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00964,"Coix lacryma-jobi is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00965,"Leonurus japonicus is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00968,"Alpinia oxyphylla is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00969,"Ephedra minuta var. dioeca is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00970,"The herb Urtica dioica is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00971,"In botanical studies, Acer saccharinum has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00972,"Populus alba is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00973,"The herb Radix Stellariae is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00974,"In botanical studies, Herba Artemisiae Scopariae has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00975,"In botanical studies, Rauwolfia serpentina has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00976,"The herb Siphonostegia chinensis is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00977,"Rhododendron mucronulatum is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00978,"In botanical studies, Papaver somniferum has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00979,"pericarpium papaveris is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00981,"The herb Ardisia colorata is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00982,"In botanical studies, Astragalus oleifolius has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00983,"Fructus Phyllanthi is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00984,"Semen Pruni is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00985,"The herb Limonitum is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00986,"The herb Stigma Maydis is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00987,"Herba Houttuyniae is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00988,"Syringa pinnafolia is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00990,"Fructus Akebiae is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00991,"Radix Echinopsis is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00992,"Hypericum sampsonii is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00993,"Rhodiola juparensis is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00994,"Angelica archangelica is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00995,"Glycyrrhiza squamulosa is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00996,"Flos Genkwa is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00997,"In botanical studies, Daphne genkwa has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00998,"The herb Caulis Genkwa is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00999,"In botanical studies, Coriandri Sativi Herba has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H01000,"Drosera rotundifolia is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H01001,"Polygala tenuifolia is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H01002,"Flos Rosae chinensis is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H01003,"Glycyrrhiza yunnanensis is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H01004,"Pueraria peduncularis is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H01005,"Rhodiola yunnanesis is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H01006,"The herb Coptis teetoides [Syn. Coptis teeta] is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H01007,"In botanical studies, Rauvolfia yunnanensis has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H01008,"The herb Crataegus scabrifolia is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H01009,"Gmelina arborea is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H01011,"The herb Trifolium hybridum is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H01012,"The herb Crocus sativus is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H01013,"Ephedra saxatilis is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H01015,"Terra Flava Usta is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H01016,"Spi gleditsiae is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H01017,"Herba Lycopi is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H01018,"Rhizoma Alismatis is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H01019,"Pterospermum lanceaefolium is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H01020,"Hypericum lancasteri is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H01021,"Scutellaria viscidula is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H01022,"Glycyrrhiza inflata is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H01023,"Rheum palmatum is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H01024,"In botanical studies, Rhododendron micranthum has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H01025,"Margarita is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H01026,"Sorbaria sorbifolia is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H01027,"The herb Radix Glycyrrhizae Praeparata is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H01028,"The herb Radix Glycyrrhizae Preparata is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H01030,"The herb Poncirus trifoliata is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H01031,"Magnoliae Officinalis Praeparata is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H01032,"In botanical studies, Fructus Aurantii has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H01034,"In botanical studies, Semen Strychni Praeparata has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H01035,"The herb Anemarrhena asphodeloides is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H01036,"The herb Fructus Aurantii is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H01037,"Rhizoma Cimicifugae Praeparata is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H01038,"The herb Fructus Aurantii Immaturus is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H01039,"Valeriana jatamansi is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H01040,"In botanical studies, Fructus Gardeniae has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H01042,"The herb Hippophae rhamnoides subsp. sinensis is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H01043,"Inula britannica var. chinensis is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H01045,"The herb Herba Sarcatidrae is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H01046,"The herb Ephedra intermedia is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H01047,"Hippophae rhamnoides subsp. turkestanica is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H01048,"Isodon rugosus is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H01050,"The herb Citrus decumana is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H01051,"Radix Boehmeriae is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H01052,"Rhizoma Panacis Majoris is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H01053,"Aconitum soongaricum is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H01054,"Radix Arnebiae seu Lithospermi is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H01056,"In botanical studies, Ceratostigma willmottianum has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H01057,"Ardisia japonica is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H01058,"Cuminum cyminum is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H01060,"Fructus Perillae is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H01061,"Amorpha fruticosa is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H01062,"radix asteris is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H01063,"The herb Lagerstroemia indica is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H01064,"Campsis grandiflora is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H01065,"In botanical studies, Plumbago indica has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H01066,"Trachycarpus fortunei is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H01067,"The herb Cimicifuga racemosa is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H01068,"The herb Oxalis corniculata [Syn. Oxalis repens] is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H01069,"Serenoa repens is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H01070,"The herb Uvaria chamae is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H01071,"Syzygium aromaticum is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H01072,"Hibiscus sabdariffa is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H01073,"Moringa oleifera is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H01075,"The herb Stevia rebaudiana is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H01076,"In botanical studies, Centella asiatica has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H01077,"Andrographis paniculata is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H01079,"Ulmus rubra is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H01080,"cnicus benedictus is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H01081,"The herb Laminaria digitata is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H01082,"In botanical studies, Kaempferia galanga has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H01083,"Angelica sinensis is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H01084,"Myristica fragrans is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H01085,"Aronia melanocarpa is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H01086,"Rhodiola rosea is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H01087,"In botanical studies, Melilotus officinalis has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H01090,"The herb Sutherlandia frutescens is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H01091,"In botanical studies, Cassia auriculata L. has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H01092,"In botanical studies, Ligusticum chuanxiong has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H01093,"The herb Nigella sativa is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H01094,"Actaea racemosa is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H01095,"Caulophyllum thalictroides is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H01096,"Eugenia jambolana is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H01097,"Angelicae Tenuissima Radix is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H01098,"The herb Citrus grandis is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H01099,"The herb Echinacea purpurea is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H01100,"Rehmannia glutinosa is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H01101,"In botanical studies, Fucus vesiculosus has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
