DrugID,Descriptions
H00756,"Vicia amoena is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00757,"Crataegus pinnatifida is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00758,"Semen Crataegi is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00760,"In botanical studies, Fructus Corni has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00761,"Garcinia multiflora is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00763,"Fructus Cnidii is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00764,"Rhizoma Belamcandae is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00765,"The herb Ampelopsis brevipedunculata is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00766,"Moschus moschiferus, Moschus berezovskii, Moschus sifanicus is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00767,"Thymus vulgaris is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00768,"Andrographis elongata is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00769,"Rhodiola coccinea is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00770,"Rhodiola sacra is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00771,"Radix Rehmanniae is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00772,"Ageratum conyzoides is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00773,"Sophora Japonica L is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00775,"Rhizoma Cimicifugae is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00776,"Rhizoma Acori Talarinowii is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00777,"In botanical studies, Calyx Kaki has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00778,"Herba Dendrobii is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00779,"In botanical studies, Evodia rutaecarpa var. officinalis has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00780,"Concha Haliotidis is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00781,"The herb Fructus Quisqualis is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00782,"Pericarpium Grati is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00783,"Gentianopsis paludosa is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00784,"Psilotum nudum is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00785,"Diospyros kaki is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00787,"Rhamnus davurica is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00788,"Geranium sibiricum is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00789,"The herb Ephedra procera is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00790,"The herb Flos Lonicerae is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00791,"In botanical studies, Ephedra distachya has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00793,"In botanical studies, Fructus Polygoni Orientalis has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00794,"Veronica anagalis aquatica L. is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00795,"Saussurea medusa is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00796,"The herb Oldenlandia corymbosa is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00797,"Schnabelia tetradonta is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00798,"In botanical studies, Folium Llicis Chinensis has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00799,"Rhodiola quadrifida is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00800,"The herb Lignum Pini Nodi is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00801,"In botanical studies, Folium Pini has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00802,"Cola acuminata is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00803,"In botanical studies, Styrax has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00804,"Caesalpinia sappan is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00805,"Tamarindus indica is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00806,"Rumex acetosa is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00807,"The herb Ziziphus jujuba var. spinosa is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00808,"Semen Aesculi is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00809,"The herb Cephalotaxus wilsoniana is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00810,"Hibiscus taiwanensis is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00811,"Goniothalamus amuyon is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00812,"Ajuga taiwanensis is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00813,"Taraxacum formosanum is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00814,"Radix Pseudostellariae is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00815,"Lignum Santaii Albi is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00816,"The herb Prunus persica is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00817,"Prunus persica is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00818,"Rhodomyrtus tomentosa is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00819,"Prunus persica is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00820,"Semen Persicae is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00821,"The herb Prunus persica is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00822,"Prunus persica is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00823,"In botanical studies, Garcinia morella has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00824,"Garcinia cambogia is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00825,"Radix Asparagi is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00826,"Semen Cucumis is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00827,"Radix Semiaquilegiae is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00828,"Gastrodia elata is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00829,"The herb Asparagus cochinchinensis [Syn. Asparagus lucidus ] is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00830,"In botanical studies, Rheum wittrocki has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00831,"The herb Garcinia dulcis is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00832,"Concretio Silicea Bambusae is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00833,"Radix Smilacis is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00834,"In botanical studies, Herba Acalyphae has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00835,"The herb Semen Lepiddi seu Descurainiae;Semen Lepidii；Semen Descurainiae is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00836,"In botanical studies, Cinchona cuprea has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00838,"The herb Rhizoma Smilacis Glabrae is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00840,"The herb Senecio chrysanthemoides is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00841,"In botanical studies, Semen Cuseutae has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00842,"Origanum vulgare is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00843,"Concha Arcae is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00844,"The herb Hypericum curvisepalum is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00845,"Herba Artemisiae is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00846,"Tagetes erecta is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00847,"Semen Vaccariae is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00848,"In botanical studies, Magnolia biondii has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00849,"Trichosanthes cucumeroides is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00851,"The herb Herba Potentillae Chinensis is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00852,"The herb Radix Clematidis is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00853,"The herb Rabdosia excisa is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00854,"Equisetum arvense is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00856,"In botanical studies, Diphylleia sinensis has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00858,"Ficus carica is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00860,"Sapindus mukorossi is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00861,"The herb Gallus domesticus is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00863,"Aquilegia ecalcarata is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00864,"Fructus Mume is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00865,"Firmiana simplex is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00868,"Firmiana simplex is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00870,"In botanical studies, Aconitum carmichaeli has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00871,"Schisandra chinensis is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00872,"Radix Linderae is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00873,"The herb Fructus Evodiae is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00874,"In botanical studies, Sepiella maindronide Rochebrune has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00876,"Fructus Evodiae is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00878,"Lysimachia capillipes is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00880,"Cacumen Tamaricis is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00881,"The herb Stigma Croci is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00882,"In botanical studies, Rabdosia serra has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00883,"Rhinoceros sumatrensis is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00884,"Cinnamomum zeylanicum is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00885,"The herb Rhodiola himalansis is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00886,"Camptotheca acuminata is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00887,"Isodon shikokiana var. occidentalis is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00888,"Siegesbeckia orientalis is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00889,"Herba Asari is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00890,"Radix Pacis quinquefolii is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00891,"Picrorhiza scrophulariiflora is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00892,"Ephedra intermedia var. tibetica is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00893,"The herb Lonicera similis is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00894,"Ephedra regeliana is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00895,"Isodon lophanthoides var. gerardiana is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00896,"Spica Prunellae is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00900,"In botanical studies, Rhodiola kirilowii has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00903,"Typha angustifolia is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00904,"Ampelopsis grossedentata is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00905,"Herba Agrimoniae is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00906,"Berberis diaphana is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00907,"The herb Rabdosia nervosa is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00908,"Rhizoma Curculiginis is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00909,"Opuntia dillenii is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00910,"In botanical studies, Rhizoma Cyperi has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00912,"Herba Elsholtziae is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00913,"Abrus Precatorius is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00914,"Berberis amurensis is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00915,"In botanical studies, Herba Plantaginis minutae has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00916,"Radix Glycyrrhizae is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00917,"In botanical studies, Coffea arabica has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00919,"In botanical studies, Herba Cirsii has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00921,"The herb Piptanthus nanus is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00922,"Medulla Stachyuri Medulla Helwingiae is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00923,"Bupleurum smithii var. parvifolium is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00924,"Murraya paniculata var. exotica is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00925,"Gnetum parvifolium is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00926,"Bulbus Allii Macrostemi is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00927,"Valeriana officinalis is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00928,"Semen Sojae is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00929,"In botanical studies, Bupleurum sibiricum has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00930,"Cimicifuga dahurica is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00931,"The herb Selenarctos thibetanus is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00932,"In botanical studies, Salvia staminea has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00933,"The herb Radix Dipsaci is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00935,"Flos Inulae is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00936,"caulis rubi corchorfolii is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00937,"Radix Scrophulariae is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00938,"Aconitum nagarum var. lasiandrum is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00939,"The herb Saussurea involucrata is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00940,"Fructus Bruceae is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00941,"The herb Cryptotaenia japonica is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00942,"Artemisia lactiflora is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00943,"The herb Semen Lini is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00944,"The herb Herba Commelie is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00945,"Nicotiana tabacum is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00946,"In botanical studies, Rhizoma Corydalis has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00949,"Flos Daturae is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00951,"Myrica rubra is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00952,"Syzygium samarangense is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00953,"Achillea millefolium is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00955,"Taraxacum officinale is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00957,"Chrysanthemum indicum is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00958,"Flos Chrysanthemi Indici is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00959,"Crataegus cuneata is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00960,"Phyllanthus urinaria is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00963,"The herb Evodia baberi is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00964,"Coix lacryma-jobi is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00965,"Leonurus japonicus is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00968,"Alpinia oxyphylla is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00969,"Ephedra minuta var. dioeca is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H00970,"The herb Urtica dioica is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00971,"In botanical studies, Acer saccharinum has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00973,"The herb Radix Stellariae is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00974,"In botanical studies, Herba Artemisiae Scopariae has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00975,"In botanical studies, Rauwolfia serpentina has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00976,"The herb Siphonostegia chinensis is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00977,"Rhododendron mucronulatum is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00978,"In botanical studies, Papaver somniferum has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00979,"pericarpium papaveris is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00981,"The herb Ardisia colorata is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00982,"In botanical studies, Astragalus oleifolius has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H00983,"Fructus Phyllanthi is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00984,"Semen Pruni is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00985,"The herb Limonitum is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00986,"The herb Stigma Maydis is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H00987,"Herba Houttuyniae is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H00988,"Syringa pinnafolia is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H00990,"Fructus Akebiae is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
